Player,Age,Team,Pos,GP,ATOI,G,A,PTS,S,SV,SavePer,FloStrength,Value,yearID,PlusMinus
Jiří Tlustý,20,TOR,C,331,15.34,73,76,149,584,NA,NA,-0.034,-0.3600000000000001,2009,-1
Jiří Šlégr,26,PIT,D,550,0,50,161,211,986,NA,NA,0.617,11.7,1998,21
JiříKopitar,21,LAK,C,233,15.88,64,93,157,529,NA,NA,0.389,2.92,2009,-16
Joakim Andersson,23,DET,C,103,13.18,11,14,25,121,NA,NA,-1.091,-3.63,2013,-9
Joakim Lindström,25,ARI,C,60,14.62,11,14,25,99,NA,NA,-0.596,-1.15,2009,-15
Joakim Nordström,24,CAR,LW,286,13.59,28,31,59,347,NA,NA,-1.121,-10.34,2017,-19
Joakim Ryan,24,SJS,D,141,16.1,4,20,24,168,NA,NA,-0.404,-1.97,2018,2
Joaquin Gage,22,EDM,G,16,44.81,NA,NA,NA,NA,305,0.87,-1.728,-0.99,1996,NA
Jocelyn Guevremont,20,VAN,D,571,0,84,223,307,1521,NA,NA,0.828,16.28,1972,22
Jocelyn Lemieux,30,ARI,RW,595,0,79,83,162,839,NA,NA,-0.635,-12.2,1998,-37
Jocelyn Thibault,23,MTL,G,574,56.42,NA,NA,NA,NA,14012,0.9,0.071,2.17,1998,NA
Jochen Hecht,31,BUF,C,830,7.45,186,277,463,2161,NA,NA,0.131,3.5,2009,102
Jock Callander,26,PIT,RW,113,0,22,31,53,125,NA,NA,-0.253,-0.9299999999999999,1988,-16
Jody Gage,21,DET,RW,47,0,11,12,23,73,NA,NA,-0.48,-0.73,1981,-11
Jody Hull,28,FLA,RW,827,0,124,137,261,1013,NA,NA,-0.416,-11.1,1998,-6
Jody Shelley,25,CBJ,LW,348,0,11,18,29,207,NA,NA,-1.148,-12.889999999999999,2002,-24
Joe Callahan,26,NYI,D,45,15.53,0,3,3,27,NA,NA,-0.397,-0.6200000000000001,2009,4
Joe Cirella,18,NJD,D,820,0,64,210,274,1078,NA,NA,-0.456,-12.91,1982,-195
Joe Colborne,22,TOR,C,227,14.86,38,67,105,254,NA,NA,-0.168,-1.23,2012,-17
Joe Contini,21,NJD,C,67,0,17,21,38,75,NA,NA,-0.175,-0.38,1978,-21
Joe Corvo,31,CAR,D,708,12.99,92,218,310,1547,NA,NA,0.813,19.85,2009,25
Joe Daley,25,PIT,G,96,55.2,NA,NA,NA,NA,2682,0.9,-0.148,-0.7,1969,NA
Joe Day,23,CAR,LW,72,0,1,10,11,39,NA,NA,-1.152,-2.68,1992,-17
Joe DiPenta,26,ANA,D,148,0,4,12,16,60,NA,NA,-0.523,-2.66,2006,9
Joe Dziedzic,24,PIT,LW,128,0,14,14,28,129,NA,NA,-0.675,-2.7800000000000002,1996,-9
Joe Hardy,24,CLE,C,63,0,9,14,23,81,NA,NA,-0.67,-1.3599999999999999,1970,-22
Joe Hicketts,22,DET,D,11,18.58,0,0,0,16,NA,NA,-3.554,-1.35,2019,-9
Joe Hulbig,24,EDM,LW,41,0,4,4,8,23,NA,NA,-0.777,-1.03,1998,-9
Joe Kocur,33,DET,RW,820,0,80,82,162,785,NA,NA,-0.875,-23.17,1998,-99
Joe Kowal,20,BUF,LW,16,0,0,5,5,6,NA,NA,-1.207,-0.62,1977,3
Joe Lundrigan,24,TOR,D,49,0,2,8,10,53,NA,NA,0.113,0.19,1973,4
Joe McDonnell,23,PIT,D,40,0,2,9,11,75,NA,NA,-0.7,-0.97,1985,-19
Joe Micheletti,25,STL,D,158,0,11,60,71,241,NA,NA,0.352,1.91,1980,0
Joe Mullen,24,STL,RW,1062,0,502,561,1063,2787,NA,NA,1.582,54.2,1982,167
Joe Murphy,30,SJS,RW,774,0,233,294,527,1707,NA,NA,0.693,17.29,1998,29
Joe Nieuwendyk,31,DAL,C,1248,0,559,561,1120,3226,NA,NA,1.444,58.11,1998,155
Joe Noris,20,PIT,C,53,0,2,5,7,57,NA,NA,-1.332,-2.2800000000000002,1972,-12
Joe Paterson,20,DET,LW,282,0,19,37,56,226,NA,NA,-1.131,-10.29,1981,-36
Joe Pavelski,32,SJS,C,1332,18.05,476,592,1068,3706,NA,NA,1.18,50.69,2017,201
Joe Reekie,32,WSH,D,899,0,25,139,164,828,NA,NA,0.293,9.07,1998,152
Joe Sacco,28,NYI,LW,738,0,94,119,213,1153,NA,NA,-0.527,-12.57,1998,-44
Joe Sakic,39,COL,C,1378,0.84,625,1016,1641,4621,NA,NA,1.979,87.95,2009,30
Joe Snively,27,WSH,F,12,12.6,2,2,4,16,NA,NA,-0.894,-0.35,2023,3
Joe Szura,29,CLE,C,90,0,10,15,25,120,NA,NA,-1.019,-2.96,1968,-10
Joe Thornton,37,SJS,C,1680,11.11,425,1104,1529,3042,NA,NA,1.134,61.46,2017,192
Joe Veleno,22,DET,C,263,13.08,34,38,72,277,NA,NA,-0.882,-7.48,2022,-46
Joe Watson,24,PHI,D,762,0,36,164,200,988,NA,NA,0.021,0.54,1968,175
Joe Zanussi,28,BOS,D,79,0,1,11,12,100,NA,NA,-1.01,-2.76,1976,-3
Joel Armia,23,WPG,RW,544,14.64,99,98,197,1022,NA,NA,-0.617,-10.83,2017,-5
Joel Blomqvist,23,PIT,G,8,52.03,NA,NA,NA,NA,236,0.9,0.387,0.24,2025,NA
Joel Edmundson,23,STL,D,566,18.63,33,87,120,765,NA,NA,-0.206,-4.01,2017,33
Joel Eriksson Ek,21,MIN,C,510,17.03,126,155,281,1263,NA,NA,-0.04,-0.6600000000000004,2018,68
Joel Farabee,19,PHI,LW,375,16.19,88,108,196,731,NA,NA,-0.072,-0.8600000000000001,2020,-33
Joel Hanley,27,DAL,D,118,13.95,1,20,21,74,NA,NA,-0.258,-1.0499999999999998,2019,16
Joel Hofer,23,STL,G,44,54.74,NA,NA,NA,NA,1105,0.91,0.624,1.31,2024,NA
Joel Kiviranta,24,DAL,F,137,12.35,24,9,33,168,NA,NA,-0.772,-3.41,2021,0
Joel Kwiatkowski,25,WSH,D,267,1.13,15,29,44,303,NA,NA,-0.693,-6.39,2003,-33
Joel L'Esperance,23,DAL,RW,18,12.25,2,0,2,24,NA,NA,-1.41,-0.82,2019,-4
Joel Lundqvist,24,DAL,C,36,0,3,3,6,36,NA,NA,-0.996,-1.16,2007,-5
Joel Otto,36,PHI,C,943,0,195,313,508,1357,NA,NA,-0.204,-6.220000000000001,1998,65
Joel Perrault,23,STL,C,75,9.43,8,12,20,118,NA,NA,-0.964,-2.33,2007,-18
Joel Persson,25,EDM,D,13,15.32,0,2,2,17,NA,NA,-0.649,-0.29,2020,-1
Joel Prpic,25,BOS,C,14,0,0,3,3,13,NA,NA,-1.188,-0.54,2000,-6
Joel Quenneville,20,TOR,D,794,0,53,136,189,745,NA,NA,-0.28,-7.699999999999999,1979,-77
Joel Ward,36,SJS,RW,663,16.08,128,163,291,1069,NA,NA,-0.244,-5.21,2017,0
Joey Anderson,20,NJD,RW,125,13.16,13,18,31,144,NA,NA,-1.107,-4.47,2019,-3
Joey Crabb,25,WPG,RW,153,13.12,18,33,51,164,NA,NA,-0.947,-4.68,2009,-4
Joey Daccord,24,OTT,G,81,56.76,NA,NA,NA,NA,2042,0.91,0.768,3.2,2021,NA
Joey Johnston,19,DAL,LW,332,0,85,106,191,701,NA,NA,0.144,1.5399999999999998,1969,-123
Joey MacDonald,28,NYI,G,125,55.14,NA,NA,NA,NA,3174,0.9,-0.433,-2.53,2009,NA
Joey Tetarenko,22,FLA,D,67,0,4,1,5,31,NA,NA,-0.828,-1.8,2001,-6
Joffrey Lupul,25,PHI,RW,701,11.06,205,215,420,1793,NA,NA,0.432,9.77,2009,-79
Johan Davidsson,23,ANA,C,83,0,6,9,15,77,NA,NA,-0.981,-2.62,1999,-9
Johan Franzén,29,DET,RW,669,13.24,200,194,394,1722,NA,NA,0.452,9.74,2009,94
Johan Garpenlöv,29,FLA,LW,685,0,127,212,339,982,NA,NA,0.017,0.3600000000000001,1998,-62
Johan Hedberg,35,WPG,G,364,55.53,NA,NA,NA,NA,8712,0.9,-0.471,-7.34,2009,NA
Johan Holmqvist,28,TBL,G,95,53.65,NA,NA,NA,NA,2048,0.89,-1,-3.8,2007,NA
Johan Larsson,24,BUF,C,487,14.69,53,79,132,542,NA,NA,-1.025,-16.09,2017,-58
Johan Lindbom,26,NYR,LW,38,0,1,3,4,38,NA,NA,-1.098,-1.35,1998,4
Johan Witehall,29,MTL,LW,41,0,1,4,5,34,NA,NA,-1.078,-1.43,2001,-5
John Adams,26,BOS,G,14,55.71,NA,NA,NA,NA,376,0.91,0.675,0.45,1973,NA
John Anderson,20,TOR,RW,814,0,282,349,631,2002,NA,NA,0.577,15.14,1978,3
John Arbour,23,PIT,D,100,0,1,8,9,99,NA,NA,-1.234,-4.25,1969,-23
John Baby,20,CLE,D,24,0,2,7,9,42,NA,NA,-0.324,-0.27,1978,-10
John Barrett,22,DET,D,487,0,20,76,96,509,NA,NA,-1.116,-18.75,1981,-137
John Bednarski,22,NYR,D,94,0,2,18,20,107,NA,NA,-0.451,-1.46,1975,-16
John Beecher,23,BOS,C,41,11.58,2,6,8,25,NA,NA,-1.014,-1.34,2025,0
John Bethel,23,WPG,LW,17,0,0,2,2,12,NA,NA,-1.361,-0.75,1980,-3
John Blue,26,BOS,G,41,55.27,NA,NA,NA,NA,893,0.89,0.226,0.44,1993,NA
John Blum,24,BOS,D,237,0,7,31,38,121,NA,NA,-0.505,-4.13,1984,9
John Brenneman,25,DET,LW,61,0,11,12,23,89,NA,NA,-0.481,-0.9400000000000001,1968,-11
John Byce,23,BOS,RW,18,0,1,3,4,13,NA,NA,-0.975,-0.57,1991,1
John Carlson,27,WSH,D,1049,23.65,154,546,700,2444,NA,NA,1.411,51.04,2017,100
John Carter,25,BOS,LW,225,0,40,48,88,409,NA,NA,-0.414,-3.01,1989,-22
John Chabot,21,MTL,C,508,0,84,228,312,609,NA,NA,-0.341,-5.6,1984,-38
John Cullen,24,PIT,C,617,0,187,363,550,1256,NA,NA,0.676,13.45,1989,-114
John Davidson,20,STL,G,298,56.71,NA,NA,NA,NA,7778,0.88,-0.048,-0.7000000000000001,1974,NA
John Druce,31,PHI,RW,531,0,113,126,239,921,NA,NA,-0.08,-1.38,1998,6
John Emmons,26,TBL,C,75,0,2,4,6,57,NA,NA,-1.228,-2.9699999999999998,2001,-9
John Erskine,28,WSH,D,491,10.24,15,39,54,393,NA,NA,-0.95,-16.11,2009,-17
John Ferguson,29,MTL,LW,240,0,79,68,147,571,NA,NA,0.513,3.9699999999999998,1968,60
John Flesch,21,DAL,LW,119,0,18,22,40,137,NA,NA,-0.782,-3,1975,-34
John Garrett,28,CAR,G,197,57.52,NA,NA,NA,NA,5207,0.87,-0.504,-4.61,1980,NA
John Gibson,23,ANA,G,522,53.49,NA,NA,NA,NA,NA,NA,0.11,3.3899999999999997,2017,NA
John Gilmour,24,NYR,D,28,17.18,2,3,5,61,NA,NA,-1.195,-1.15,2018,-11
John Gould,24,BUF,LW,494,0,130,137,267,1075,NA,NA,0.039,0.6099999999999997,1974,3
John Grahame,24,BOS,G,214,55.57,NA,NA,NA,NA,4855,0.9,-0.399,-3.57,2000,NA
John Grisdale,24,TOR,D,250,0,4,39,43,202,NA,NA,-0.705,-6.07,1973,-53
John Gruden,28,OTT,D,65,0,0,7,7,52,NA,NA,-0.712,-1.59,1999,0
John Hanna,32,PHI,D,15,0,0,0,0,4,NA,NA,-1.032,-0.53,1968,1
John Hilworth,21,DET,D,52,0,1,1,2,32,NA,NA,-1.202,-2.16,1979,-14
John Hughes,25,VAN,D,70,0,2,14,16,58,NA,NA,-0.634,-1.53,1980,-6
John Jakopin,24,FLA,D,108,0,1,6,7,30,NA,NA,-0.821,-3.05,2000,-4
John Klingberg,24,DAL,D,633,22.68,81,331,412,1243,NA,NA,0.963,21.009999999999998,2017,-40
John Kordic,21,MTL,RW,229,0,17,17,34,135,NA,NA,-1.044,-7.710000000000001,1987,-32
John LeBlanc,24,VAN,LW,74,0,24,13,37,147,NA,NA,0.082,0.19,1988,-20
John LeClair,28,PHI,LW,957,0,404,408,812,2599,NA,NA,1.678,51.8,1998,203
John Lilley,21,ANA,RW,13,0,1,6,7,20,NA,NA,-0.363,-0.15,1994,1
John Ludvig,24,COL,D,8,12.95,0,2,2,9,NA,NA,-1.737,-0.48,2025,-4
John MacLean,33,SJS,RW,1194,0,413,429,842,3324,NA,NA,0.754,29.04,1998,43
John Madden,35,NJD,C,863,6.01,162,182,344,1763,NA,NA,-0.251,-7.01,2009,26
John Marino,22,PIT,D,328,20.74,18,89,107,331,NA,NA,0.324,3.67,2020,38
John Markell,23,WPG,LW,52,0,11,10,21,57,NA,NA,-0.441,-0.74,1980,-23
John Marks,24,CHI,D,657,0,112,163,275,1087,NA,NA,-0.298,-6.3500000000000005,1973,38
John McIntyre,20,TOR,C,351,0,24,54,78,189,NA,NA,-0.992,-11.23,1990,-32
John McKenzie,30,BOS,RW,348,0,139,199,338,784,NA,NA,1.737,19.5,1968,93
John Miner,22,EDM,D,14,0,2,3,5,16,NA,NA,-0.884,-0.43,1988,-4
John Miszuk,27,PHI,D,190,0,6,36,42,182,NA,NA,-0.154,-1.01,1968,-5
John Mitchell,32,COL,C,485,14.99,65,96,161,658,NA,NA,-0.747,-11.700000000000001,2017,-40
John Mokosak,26,DET,D,33,0,0,1,1,15,NA,NA,-1.902,-2.16,1990,-9
John Moore,26,NJD,D,530,17.6,38,77,115,764,NA,NA,-0.221,-4.0200000000000005,2017,-34
John Newberry,22,MTL,C,16,0,0,4,4,13,NA,NA,-1.291,-0.67,1985,2
John Ogrodnick,20,DET,LW,928,0,402,425,827,2815,NA,NA,1.063,31.82,1980,-63
John Paddock,25,PHI,LW,64,0,5,12,17,61,NA,NA,-1.058,-2.18,1980,-11
John Paul Kelly,20,LAK,LW,400,0,54,70,124,440,NA,NA,-0.849,-10.96,1980,-95
John Persson,21,NYI,LW,10,12.03,1,0,1,16,NA,NA,-1.492,-0.48,2014,-4
John Pohl,27,TOR,C,74,0,13,16,29,105,NA,NA,-0.164,-0.39,2007,-4
John Quenneville,20,NJD,C,12,13.7,1,3,4,21,NA,NA,-1.06,-0.41,2017,1
John Schella,23,VAN,D,115,0,2,18,20,136,NA,NA,-0.678,-2.69,1971,-36
John Slaney,25,ARI,D,263,0,22,67,89,411,NA,NA,-0.07,-0.63,1998,-28
John Smrke,21,STL,LW,103,0,11,17,28,124,NA,NA,-0.957,-3.18,1978,-28
John Stevens,24,CAR,D,35,0,0,5,5,20,NA,NA,-0.844,-1.02,1991,-4
John Stewart,20,PIT,LW,258,0,58,60,118,560,NA,NA,-0.343,-2.85,1971,-64
John Taft,24,DET,D,15,0,0,2,2,13,NA,NA,0.125,0.06,1979,2
John Tanner,20,COL,G,14,56.86,NA,NA,NA,NA,348,0.88,-0.2,-0.13,1992,NA
John Tavares,26,NYI,C,1150,19.33,476,606,1082,3667,NA,NA,1.633,60.58,2017,-26
John Tonelli,21,NYI,LW,1028,0,325,511,836,1854,NA,NA,0.703,23.32,1979,221
John Tripp,26,LAK,RW,34,0,1,5,6,45,NA,NA,-0.99,-1.09,2004,-4
John Tucker,19,BUF,C,656,0,177,259,436,1132,NA,NA,0.159,3.35,1984,-9
John Van Boxmeer,21,MTL,D,579,0,84,272,356,1473,NA,NA,0.635,12.68,1974,28
John Vanbiesbrouck,34,FLA,G,873,57.18,NA,NA,NA,NA,21996,0.9,0.578,24.85,1998,NA
John Wensink,23,BOS,LW,400,0,70,68,138,477,NA,NA,-0.559,-7.2,1977,22
John Wright,24,VAN,C,123,0,16,36,52,189,NA,NA,-0.834,-3.31,1973,-18
John Zeiler,24,LAK,RW,23,0,1,2,3,12,NA,NA,-1.061,-0.79,2007,-2
John-Jason Peterka,21,BUF,RW,159,15.07,40,42,82,351,NA,NA,-0.072,-0.3700000000000001,2023,-5
John-Michael Liles,36,BOS,D,836,14.48,87,283,370,1411,NA,NA,0.515,14.84,2017,-44
Johnathan Aitken,25,CHI,D,41,0,0,1,1,37,NA,NA,-1.365,-1.93,2004,-9
Johnathan Kovacevic,25,MTL,D,182,17.68,10,30,40,175,NA,NA,0.468,2.9299999999999997,2023,30
Johnny Bower,43,TOR,G,63,47.73,NA,NA,NA,NA,1560,0.92,1.285,3.87,1968,NA
Johnny Boychuk,33,NYI,D,720,20.12,54,152,206,1544,NA,NA,0.42,10.44,2017,122
Johnny Bucyk,32,BOS,LW,785,0,329,467,796,1727,NA,NA,1.835,46.48,1968,146
Johnny Gaudreau,23,CGY,LW,762,18.99,242,500,742,2001,NA,NA,1.285,31.6,2017,24
Johnny Oduya,35,CHI,D,850,18.24,41,149,190,836,NA,NA,-0.044,-1.3199999999999998,2017,63
Jon Casey,23,DAL,G,414,55,NA,NA,NA,NA,9700,0.89,0.28,6.2,1986,NA
Jon Gillies,24,CGY,G,31,51.94,NA,NA,NA,NA,739,0.89,-1.353,-1.84,2018,NA
Jon Klemm,28,COL,D,736,0,41,99,140,751,NA,NA,0.056,1.4299999999999997,1998,74
Jon Morris,23,NJD,C,88,0,15,29,44,73,NA,NA,-0.358,-1.01,1990,10
Jon Rohloff,25,BOS,D,150,0,7,25,32,226,NA,NA,-0.5,-2.58,1995,-21
Jon Sim,31,NYI,LW,349,1.71,60,51,111,647,NA,NA,-0.44,-4.96,2009,-29
Jonah Gadjovich,26,FLA,LW,18,7.83,1,0,1,11,NA,NA,-1.335,-0.78,2025,-6
Jonas Bergqvist,27,CGY,RW,22,0,2,5,7,30,NA,NA,-0.801,-0.57,1990,10
Jonas Brodin,23,MIN,D,834,22.25,58,198,256,1120,NA,NA,0.416,11.95,2017,103
Jonas Frögren,28,TOR,D,41,13.43,1,6,7,12,NA,NA,-0.212,-0.3,2009,0
Jonas Gustavsson,25,TOR,G,158,55.01,NA,NA,NA,NA,3853,0.9,-0.76,-5.31,2010,NA
Jonas Hiller,26,ANA,G,404,55.94,NA,NA,NA,NA,10262,0.91,0.24,5,2009,NA
Jonas Holøs,23,COL,D,39,18.05,0,6,6,36,NA,NA,-0.265,-0.36,2011,-3
Jonas Höglund,25,MTL,LW,545,0,117,145,262,1264,NA,NA,0.218,3.8499999999999996,1998,-4
Jonas Johansson,25,BUF,G,50,56,NA,NA,NA,NA,1257,0.9,-0.764,-1.72,2021,NA
Jonas Rönnqvist,27,ANA,RW,38,0,0,4,4,30,NA,NA,-1.156,-1.42,2001,-7
Jonas Røndbjerg,25,VEG,RW,6,8.65,0,0,0,3,NA,NA,0,0,2025,-1
Jonas Siegenthaler,21,WSH,D,355,18.65,10,56,66,347,NA,NA,-0.202,-2.46,2019,34
Jonatan Berggren,22,DET,RW,105,13.25,21,17,38,150,NA,NA,-0.443,-1.5,2023,-19
Jonathan Bernier,28,ANA,G,387,54.7,NA,NA,NA,NA,10209,0.91,0.078,1.5099999999999998,2017,NA
Jonathan Cheechoo,28,SJS,RW,440,4.9,165,126,291,1208,NA,NA,0.975,13.84,2009,42
Jonathan Dahlén,24,SJS,C,61,13.8,12,10,22,105,NA,NA,-0.575,-1.13,2022,-25
Jonathan Drouin,21,TBL,LW,573,16.49,99,246,345,1037,NA,NA,-0.109,-2,2017,-71
Jonathan Ericsson,32,DET,D,672,18.66,26,98,124,675,NA,NA,-0.414,-9.58,2017,-18
Jonathan Girard,19,BOS,D,147,0,10,34,44,210,NA,NA,0.405,2.06,2000,5
Jonathan Hedström,28,ANA,RW,79,0,13,14,27,99,NA,NA,-0.31,-0.79,2006,2
Jonathan Huberdeau,23,FLA,LW,871,17.94,242,508,750,1916,NA,NA,0.874,24.55,2017,6
Jonathan Lekkerimaki,20,VAN,RW,6,14.63,2,1,3,10,NA,NA,0,0,2025,-2
Jonathan Marchessault,26,FLA,C,675,17.18,243,273,516,2103,NA,NA,0.862,18.78,2017,26
Jonathan Quick,31,LAK,G,792,58.08,NA,NA,NA,NA,19451,0.91,0.13,4.61,2017,NA
Jonathan Toews,28,CHI,C,1067,19.61,372,511,883,2695,NA,NA,1.245,42.84,2017,148
Jonathon Blum,22,NSH,D,91,16.49,7,15,22,69,NA,NA,-0.611,-1.9199999999999997,2011,-7
Jonathon Merrill,24,NJD,D,645,17.08,23,90,113,515,NA,NA,-0.551,-12.26,2017,-8
Joni Ortio,24,CGY,G,22,54.36,NA,NA,NA,NA,509,0.9,-1.095,-1.01,2016,NA
Joni Pitkänen,25,CAR,D,535,15.32,57,225,282,1037,NA,NA,1.095,20.22,2009,-8
Jonny Brodzinski,31,NYR,C,18,10.62,3,2,5,23,NA,NA,-0.613,-0.36,2025,3
Joonas Donskoi,24,SJS,RW,474,14.53,80,128,208,732,NA,NA,-0.39,-5.96,2017,25
Joonas Kemppainen,27,BOS,C,44,12.53,2,3,5,35,NA,NA,-1.5,-2.13,2016,-6
Joonas Korpisalo,22,CBJ,G,290,55.43,NA,NA,NA,NA,7426,0.9,-0.517,-6.61,2017,NA
Jordan Binnington,25,STL,G,309,58.12,NA,NA,NA,NA,8145,0.91,0.19,2.53,2019,NA
Jordan Caron,20,BOS,RW,23,12.67,3,4,7,27,NA,NA,-1.077,-0.8,2011,3
Jordan Eberle,26,EDM,RW,1035,17.57,305,408,713,2380,NA,NA,0.68,22.69,2017,-57
Jordan Greenway,21,MIN,LW,415,14.83,55,102,157,622,NA,NA,-0.759,-10.17,2019,25
Jordan Gross,27,NSH,D,15,18.78,3,0,3,24,NA,NA,-0.755,-0.39,2023,-3
Jordan Harris,21,MTL,D,155,16.99,9,26,35,134,NA,NA,-0.186,-1,2022,-10
Jordan Hendry,23,CHI,D,40,17.22,1,3,4,32,NA,NA,-0.81,-1.12,2008,0
Jordan Krestanovich,22,COL,LW,14,0,0,0,0,25,NA,NA,-1.424,-0.64,2004,0
Jordan Kyrou,22,STL,C,332,17.17,127,159,286,932,NA,NA,1.04,11.15,2021,-33
Jordan Leopold,28,CGY,D,695,13.37,67,147,214,942,NA,NA,0.016,0.3799999999999998,2009,-37
Jordan Martinook,24,ARI,LW,570,14.8,80,105,185,917,NA,NA,-0.801,-14.71,2017,-28
Jordan Oesterle,25,CHI,D,379,17.99,19,69,88,458,NA,NA,-0.539,-7.06,2018,-54
Jordan Schmaltz,23,STL,D,9,14.33,0,2,2,5,NA,NA,-0.415,-0.13,2017,0
Jordan Schroeder,22,VAN,C,56,12.96,6,9,15,53,NA,NA,-1.061,-1.9100000000000001,2013,-7
Jordan Spence,20,LAK,D,132,16.21,6,39,45,159,NA,NA,0.134,0.61,2022,15
Jordan Staal,28,CAR,C,1294,17.17,290,403,693,2561,NA,NA,0.068,2.84,2017,53
Jordan Szwarz,23,ARI,RW,9,13.47,1,0,1,8,NA,NA,-1.484,-0.43,2015,-2
Jordan Weal,24,PHI,C,204,13.43,32,37,69,312,NA,NA,-0.719,-4.7299999999999995,2017,-21
Jordie Benn,29,MTL,D,604,17.49,26,109,135,670,NA,NA,-0.144,-3,2017,18
Jordin Tootoo,25,NSH,RW,318,5.92,21,52,73,504,NA,NA,-1.101,-11.29,2009,-28
Jordy Douglas,22,CAR,LW,261,0,76,60,136,481,NA,NA,-0.054,-0.4600000000000002,1980,-61
Jori Lehterä,29,STL,C,218,15.86,30,70,100,253,NA,NA,-0.328,-2.3,2017,27
Josef Beránek,29,EDM,LW,523,0,115,143,258,1107,NA,NA,0.03,0.5199999999999998,1999,-43
Josef Boumedienne,26,WSH,RW,37,0,2,12,14,44,NA,NA,-0.505,-0.6,2004,-10
Josef Kořenář,23,SJS,G,10,49.2,NA,NA,NA,NA,232,0.9,-0.61,-0.26,2021,NA
Josef Marha,21,COL,LW,151,0,21,30,51,184,NA,NA,-0.413,-2.0100000000000002,1998,-9
Josef Melichar,30,CAR,D,341,1.57,7,42,49,262,NA,NA,-0.487,-5.72,2009,-24
Josef Vašíček,20,CAR,C,549,2.34,116,140,256,999,NA,NA,0.038,0.6599999999999999,2001,-32
Joseph Blandisi,22,NJD,LW,68,14.71,8,18,26,67,NA,NA,-0.717,-1.58,2017,-24
Joseph Morrow,24,BOS,D,162,15.73,9,23,32,206,NA,NA,-0.771,-4.31,2017,-12
Joseph Woll,25,TOR,G,45,58.76,NA,NA,NA,NA,1218,0.91,0.597,1.6600000000000001,2024,NA
Josh Anderson,22,CBJ,RW,557,15.94,136,97,233,1235,NA,NA,-0.23,-4.13,2017,-37
Josh Archibald,26,ARI,RW,182,13.45,31,25,56,218,NA,NA,-0.693,-4.06,2019,-5
Josh Bailey,27,NYI,RW,1057,16.54,184,396,580,1591,NA,NA,-0.115,-3.94,2017,-48
Josh Brown,25,FLA,D,294,14.37,11,23,34,244,NA,NA,-0.854,-8.65,2019,-26
Josh Doan,21,ARI,RW,20,12.66,6,5,11,33,NA,NA,-0.033,-0.020000000000000018,2024,5
Josh Gorges,32,BUF,D,783,17.55,17,107,124,515,NA,NA,-0.358,-9.66,2017,-6
Josh Gratton,23,PHI,LW,66,0,2,1,3,46,NA,NA,-1.239,-2.64,2006,-12
Josh Green,21,LAK,LW,322,0,35,39,74,450,NA,NA,-0.662,-6.87,1999,-7
Josh Harding,24,MIN,G,136,53.41,NA,NA,NA,NA,3352,0.92,0.63,3.4,2009,NA
Josh Holden,21,VAN,C,30,0,2,4,6,44,NA,NA,-0.952,-0.92,1999,-10
Josh Jooris,26,NYR,RW,173,13.02,20,29,49,244,NA,NA,-0.91,-5.08,2017,-2
Josh Langfeld,25,OTT,RW,140,0,9,23,32,197,NA,NA,-0.781,-3.5300000000000002,2003,8
Josh Leivo,23,TOR,LW,137,14,28,30,58,267,NA,NA,-0.439,-1.94,2017,9
Josh Mahura,20,ANA,D,220,13.96,10,36,46,206,NA,NA,-0.429,-3.25,2019,-6
Josh Manson,25,ANA,D,607,19.32,39,124,163,792,NA,NA,0.147,3.08,2017,45
Josh Morrissey,21,WPG,D,623,22.65,71,278,349,1157,NA,NA,1.076,23.12,2017,74
Joshua Ho-Sang,21,NYI,RW,53,15.19,7,17,24,50,NA,NA,-0.584,-0.99,2017,-4
Joshua Norris,21,OTT,C,211,17.84,82,60,142,457,NA,NA,0.876,5.96,2021,-35
Joshua Roy,20,MTL,RW,27,11.96,4,5,9,37,NA,NA,-0.634,-0.55,2024,-3
Josiah Slavin,23,CHI,LW,15,12.03,0,1,1,13,NA,NA,-1.605,-0.78,2022,0
José Charbonneau,21,MTL,RW,68,0,8,13,21,81,NA,NA,-0.629,-1.38,1988,-6
José Théodore,32,WSH,G,594,56.52,NA,NA,NA,NA,15103,0.9,0.218,6.57,2009,NA
Jozef Balej,21,MTL,RW,17,0,1,4,5,29,NA,NA,-0.681,-0.37,2004,-1
Jozef Stümpel,25,LAK,C,875,1.03,174,426,600,1386,NA,NA,0.431,12.16,1998,68
Joé Juneau,30,WSH,C,758,0,151,406,557,1448,NA,NA,0.328,8.030000000000001,1998,1
Joël Bouchard,24,CGY,D,420,0,25,66,91,480,NA,NA,-0.379,-5.49,1998,-40
Jude Drouin,22,DAL,C,647,0,151,304,455,1515,NA,NA,0.005,0.12000000000000005,1971,10
Juha Lind,24,DAL,LW,133,0,9,13,22,105,NA,NA,-0.897,-3.8499999999999996,1998,-3
Juha Widing,22,LAK,C,574,0,144,226,370,1240,NA,NA,-0.009,-0.16999999999999948,1970,-80
Juha Ylönen,25,ARI,C,204,0,14,36,50,229,NA,NA,-0.772,-5.09,1998,-4
Juho Lammikko,26,VAN,RW,75,12.28,7,8,15,67,NA,NA,-1.109,-2.68,2022,-6
Jujhar Khaira,23,EDM,LW,311,12.83,32,45,77,338,NA,NA,-1.115,-11.19,2018,-54
Jukka Hentunen,27,NSH,LW,38,0,4,5,9,50,NA,NA,-0.669,-0.82,2002,-9
Jukka Porvari,28,NJD,RW,31,0,2,6,8,45,NA,NA,-1.266,-1.27,1982,-22
